0,47051.26623464398
60,44787.969794176
120,43548.857430310556
180,42685.80990972539
240,42031.19740436708
300,41504.20733827089
360,41272.29238535992
420,41199.92444768809
480,41153.44795200908
540,41052.198509249894
600,41028.987818249756
660,40950.49989046706
720,40817.19890338313
780,40799.05191536087
840,41074.097155773736
900,41236.49329765004
960,41870.06759067583
1020,42226.594470579555
1080,41945.10675033664
1140,41943.12243470698
1200,41886.31870349238
1260,41691.328405656874
1320,41740.199681808845
1380,42060.14159057858
1440,40544.88565908095
1500,41111.60941994812
1560,40988.44184355702
1620,40417.50444225292
1680,40477.77042711342
1740,39913.6005895221
1800,39955.01083982175
1860,38748.2792058118
1920,38346.57410083061
1980,38867.28369231347
2040,38640.46932312932
2100,38528.326199272065
2160,38466.296821235665
2220,38399.70680065739
2280,38257.733774379834
2340,38112.89150847833
2400,37952.67366485825
2460,37798.119684819394
2520,37666.141691945464
2580,37545.30081904357
2640,37397.92880138642
2700,37236.63932315873
2760,37083.29328525189
2820,36959.70924692084
2880,36785.27095734837
2940,36348.32016046686
3000,36494.074076742545
3060,36351.329057920724
3120,36211.82149937458
3180,36092.28034196142
3240,35974.8962193038
3300,35847.678189443395
3360,35649.559483102996
3420,35500.66817491188
3480,35386.80862083748
3540,35290.59183096323
3600,35166.8474127498
3660,35004.67829984275
3720,34867.27463912456
3780,34737.91269304669
3840,34602.582522061486
3900,34477.4766215756
3960,34328.761216807914
4020,34225.01305448884
4080,34114.98072496236
4140,33980.35743864164
4200,33890.15357283413
4260,33798.74809286635
4320,33649.01201679497
4380,33537.12833950069
4440,33208.23090147721
4500,33290.05816286163
4560,33184.31896089245
4620,33062.63390225215
4680,32928.738407504934
4740,32819.31071803026
4800,32679.226211178142
4860,32530.899723206912
4920,32393.1482221737
4980,32286.112957494784
5040,32121.954884132036
5100,32017.586777531164
5160,31849.673419250717
5220,31688.398129263074
5280,31560.339712129582
5340,31436.15914510305
5400,31279.23400951343
5460,31182.623104230748
5520,31072.05321661419
5580,30890.030750689268
5640,30765.460704852263
5700,30601.79224707986
5760,30435.025088083774
5820,30288.54308198249
5880,30173.13981999967
5940,30039.167111075694
6000,29890.24812924962
6060,29699.415021635185
6120,29638.35932586933
6180,29521.08340856657
6240,29387.896578131447
6300,29237.581350297267
6360,29114.56337651731
6420,29009.334971414493
6480,28893.98652511583
6540,28958.534883023935
6600,28655.22989062263
6660,28500.7540210729
6720,28367.992618863667
6780,28262.492108111288
6840,28146.781667393414
6900,28024.57372493313
6960,27894.9673701638
7020,27761.618548361657
7080,27621.21928538016
7140,27486.380453729762
7200,27355.507375728095
7260,27202.41640121955
7320,27088.050199201425
7380,26968.714409384713
7440,26858.258868276862
7500,26758.46907746415
7560,26657.94101397277
7620,26523.753150323602
7680,26312.098237388822
7740,26281.2373553934
7800,26167.933925535184
7860,26031.237761517597
7920,25882.48203596972
7980,25740.015218138917
8040,25612.77430769999
8100,25452.692534691007
8160,25310.001244013434
8220,25198.421188181877
8280,25097.42615735149
8340,24982.017002206467
8400,24858.20976804887
8460,24689.460677295665
8520,24546.661332368287
8580,24390.208122026586
8640,24248.175076084706
8700,24135.96274633194
8760,24001.163309919782
8820,23861.336371576985
8880,23708.718302338766
8940,23560.09647632174
9000,23403.792166591855
9060,23247.531408195326
9120,23079.909922870545
9180,22926.653891526992
9240,22785.199336234164
9300,22639.438718802892
9360,22508.94387921392
9420,22340.399145688665
9480,22215.665996955868
9540,22111.033448220263
9600,21980.945263506295
9660,21851.82728657065
9720,21705.958179429024
9780,21570.6247727666
9840,21417.27277435228
9900,21266.42244173533
9960,21111.98478649052
10020,20986.06317518157
10080,20870.15590469796
10140,20753.45948811832
10200,20621.44743800806
10260,20495.236541547012
10320,20346.435535893095
10380,20204.097953540913
10440,20019.36977790894
10500,19887.32436817942
10560,19754.064496957573
10620,19619.080566678953
10680,19482.423532832232
10740,19335.92388312805
10800,19172.750706571493
10860,19026.52564318398
10920,18904.250031852887
10980,18752.188587789795
11040,18598.80910533439
11100,18458.335695635444
11160,18303.019591033557
11220,18158.00068459812
11280,18013.745224259786
11340,17892.063474192993
11400,17451.47691500471
11460,17647.189293689346
11520,17527.671049103486
11580,17389.38599135891
11640,17262.882565357548
11700,17103.037832147536
11760,16977.719150715817
11820,16834.0691000719
11880,16698.30410083923
11940,16576.81487214574
12000,16422.707055884945
12060,16304.08600786931
12120,16173.825780474266
12180,16035.045060543962
12240,15889.307074453565
12300,15754.039343582632
12360,15623.695824315673
12420,15460.187095973954
12480,15314.19555164733
12540,15167.346028016671
12600,15027.609444561702
12660,14892.534689074993
12720,14757.605577057682
12780,14611.383396580773
12840,14470.716019548254
12900,14333.336316254536
12960,14183.21035162082
13020,14054.381248789263
13080,13909.480734431041
13140,13770.122565922562
13200,13641.75024183762
13260,13446.675338532175
13320,13381.048119915331
13380,13247.768524725356
13440,13084.235564888062
13500,12930.083317327188
13560,12788.865928851334
13620,12652.01093606838
13680,12524.062772348354
13740,12426.593930173303
13800,12325.591197640499
13860,12189.787420290912
13920,12039.352431028658
13980,11896.302117288258
14040,11761.99253789294
14100,11628.360331525073
14160,11484.993481206655
14220,11532.18547016574
14280,11204.986638286382
14340,11064.414635529074
14400,10936.707810479815
14460,10836.6410513568
14520,10728.504488225659
14580,10602.662880889176
14640,10468.255155652016
14700,10341.560486692915
14760,10193.869711327965
14820,10048.493094549212
14880,9923.07510940214
14940,9803.757771049603
15000,9687.701512127638
15060,9576.259816312018
15120,9475.520258270395
15180,9358.195843860462
15240,9221.054607147085
15300,9073.86891205559
15360,8957.837361456845
15420,8850.171056213992
15480,8732.623247715892
15540,8603.999433696501
15600,8480.733167783332
15660,8354.788432718362
15720,8231.081002916277
15780,8097.101117332851
15840,7981.172835872156
15900,7854.1756272934435
15960,7717.661625090314
16020,7594.6574284694725
16080,7467.543859375574
16140,7360.162750094787
16200,7223.488392169527
16260,7213.8932537988285
16320,6931.57314067407
16380,6818.5448782108815
16440,6698.250208232346
16500,6579.360066324322
16560,6399.357992052433
16620,6238.817683983893
16680,6079.0364407117995
16740,5931.868030854675
16800,5777.655489728104
16860,5621.4951172467645
16920,5485.9524957376125
16980,5340.0018215143455
17040,5181.378151159503
17100,5035.07643866438
17160,4880.391803247239
17220,4745.763783069747
17280,4606.845997574544
17340,4460.343732083469
17400,4314.469842989607
17460,4185.91933927999
17520,4065.2851747499844
17580,3910.2666721695427
17640,3756.6721705856894
17700,3604.6267761898616
17760,3431.1593609167094
17820,3264.624081354439
17880,3111.314932098877
17940,2976.663730361466
18000,2805.2865783423945
18060,2617.771550730391
18120,2423.0493996413884
18180,2221.750942717853
18240,2027.924898690624
18300,1847.5994730429934
18360,1666.1406304330715
18420,1510.5024149714118
18480,1352.8545700241464
18540,1186.634913463542
18600,1032.9928010769302
18660,872.4979253670449
18720,694.1989277783476
18780,517.6215368630465
18840,338.8895762113075
18900,185.50103119280018
18960,79.18866071129654
19020,12.891882345103795
